time;h0;h25;h50;h75;h99
2013-11-05T00:00:00;0.0;0.0;0.0;0.0;0.0
2013-11-05T00:10:00;0.2178893568691454;0.0004986889261237375;1.1413620592606616e-06;2.6122818948170085e-09;1.3603532384923508e-11
2013-11-05T00:20:00;0.4341204441673258;0.006856914394062019;2.9113151918321964e-05;9.734674801099433e-08;6.63291384121998e-10
2013-11-05T00:30:00;0.6470476127563018;0.04185691423616565;0.0003459889243741119;1.7256364383117196e-06;1.5557787799959986e-08
2013-11-05T00:40:00;0.8550503583141718;0.14937240287679684;0.0025379160656587058;1.9335072115207103e-05;2.335589392560502e-07
2013-11-05T00:50:00;1.0565456543517486;0.34801035918613227;0.012831443595518324;0.0001534484749033693;2.5186750109224654e-06
2013-11-05T01:00:00;1.2499999999999998;0.5723424223677069;0.047305492885562114;0.0009159917177008265;2.0756271600449527e-05
2013-11-05T01:10:00;1.4339410908776151;0.7409165010144814;0.1313552528022217;0.004262463845079777;0.0001357561501446957
2013-11-05T01:20:00;1.6069690242163481;0.8856062481948295;0.2806994947940942;0.01581358620978395;0.0007223944733167412
2013-11-05T01:30:00;1.7677669529663689;1.0683083832616995;0.47160515597406416;0.04745199909284868;0.003180520627815904
2013-11-05T01:40:00;1.915111107797445;1.2386998094996202;0.6461443310296092;0.11626244376984168;0.01171959967809774
2013-11-05T01:50:00;2.0478801107224793;1.3680675357044494;0.7751497400336805;0.2343016760209413;0.0364203733756367
2013-11-05T02:00:00;2.1650635094610964;1.5149942326890113;0.8967093161351108;0.3920692825035168;0.09592095674500527
2013-11-05T02:10:00;2.2657694675916247;1.6552264347046433;1.0472558276809676;0.5554008413385059;0.2147517871262781
2013-11-05T02:20:00;2.349231551964771;1.7564568191733758;1.1933372185324516;0.6943732561484273;0.40970053094462694
2013-11-05T02:30:00;2.4148145657226707;1.868026936059766;1.3027664890438948;0.8215066697223882;0.6687499485472147
2013-11-05T02:40:00;2.46201938253052;1.9649977802058167;1.4128258483899931;0.9820309079472407;0.9433809554931858
2013-11-05T02:50:00;2.4904867452293638;2.028916948889881;1.5434637460692253;1.1927161323046716;1.1773018997214009
2013-11-05T03:00:00;2.5;2.102148260857512;1.6589560742299356;1.4169210203386036;1.3577669646713648
2013-11-05T03:10:00;2.4904867452293638;2.1516572172455617;1.770751658439115;1.6202977164145524;1.5290991496514625
2013-11-05T03:20:00;2.46201938253052;2.1841207633636435;1.9171350805254546;1.8092295955325355;1.7336841854337282
2013-11-05T03:30:00;2.4148145657226707;2.2295190542805248;2.067779084884841;1.9868988365775988;1.9495013558358019
2013-11-05T03:40:00;2.3492315519647713;2.255627144291563;2.1994030867355177;2.1348253172218694;2.123299315079442
2013-11-05T03:50:00;2.265769467591625;2.292333356609607;2.3290445925274246;2.2664163515703066;2.2571471657463182
2013-11-05T04:00:00;2.165063509461097;2.336287050348597;2.4266732642099815;2.4131301846647593;2.4001593329732347
2013-11-05T04:10:00;2.04788011072248;2.3565873102365362;2.4811415721237347;2.5491165013201407;2.553334924668303
2013-11-05T04:20:00;1.915111107797445;2.371088831908062;2.539248913121838;2.635574306655958;2.667392690862427
2013-11-05T04:30:00;1.7677669529663689;2.340708486000194;2.5925574029567615;2.7034920811424255;2.742003398738808
2013-11-05T04:40:00;1.6069690242163488;2.271310438584673;2.6181329281220345;2.7815955415708844;2.8222229501394733
2013-11-05T04:50:00;1.433941090877616;2.1840914119640473;2.627632795304619;2.8341175437981225;2.897614684828783
2013-11-05T05:00:00;1.2499999999999998;2.0640585353110916;2.5990337181746215;2.847763644132578;2.9263653969423804
2013-11-05T05:10:00;1.0565456543517486;1.9420315702418998;2.5391283401852105;2.849930142734433;2.9303728218027008
2013-11-05T05:20:00;0.8550503583141722;1.7960052545862804;2.476991946491163;2.8353040297684826;2.939827099907672
2013-11-05T05:30:00;0.6470476127563025;1.6285718085372867;2.376745210843529;2.790043850857714;2.9192062679820947
2013-11-05T05:40:00;0.43412044416732676;1.4655770788400009;2.2372234588337037;2.719591940555268;2.854053904406373
2013-11-05T05:50:00;0.21788935686914548;1.2907032355290826;2.0919625676468026;2.6171303966883777;2.7821014680426015
2013-11-05T06:00:00;3.061616997868383e-16;1.1195143571106057;1.9331411769879518;2.4876253434064233;2.690792998876858
2013-11-05T06:10:00;-0.21788935686914485;0.9217817249523594;1.770337801443797;2.3416179343487835;2.5452541068474046
2013-11-05T06:20:00;-0.4341204441673251;0.7032221358630326;1.5959682623021427;2.1620302309060175;2.3737075052765193
2013-11-05T06:30:00;-0.647047612756302;0.4959033172436348;1.3952929439928015;1.9620534754363392;2.1874957391612293
2013-11-05T06:40:00;-0.8550503583141716;0.28712010893090206;1.1955913904154258;1.765545932217763;1.9550609160023988
2013-11-05T06:50:00;-1.0565456543517482;0.08487479338694846;0.9771755288707007;1.542078365698612;1.7012227318428605
2013-11-05T07:00:00;-1.2499999999999993;-0.13819382775081362;0.7335212970246214;1.2910731435010092;1.4571487775431415
2013-11-05T07:10:00;-1.4339410908776147;-0.3628991438479605;0.5009656599196316;1.0411268043148585;1.1960344497372561
2013-11-05T07:20:00;-1.6069690242163481;-0.5706089252005493;0.26050710022410584;0.7675807539987447;0.9253168019630477
2013-11-05T07:30:00;-1.7677669529663687;-0.7834182762974405;0.004640923011316802;0.4764995717351073;0.6666717913309648
2013-11-05T07:40:00;-1.9151111077974448;-0.9904365644142775;-0.25785299405564704;0.20606773372746354;0.38520181735102166
2013-11-05T07:50:00;-2.047880110722479;-1.2046230306869297;-0.5244015708848833;-0.06582027067099569;0.08258519993663403
2013-11-05T08:00:00;-2.1650635094610964;-1.4048885327306149;-0.7729637982810098;-0.34761742129078593;-0.20618933468340592
2013-11-05T08:10:00;-2.2657694675916242;-1.5958848589381822;-1.0208114604168008;-0.6212762159479803;-0.49827329304371165
2013-11-05T08:20:00;-2.3492315519647704;-1.7837437092202615;-1.26417991232849;-0.9015919747324185;-0.7893409455230757
2013-11-05T08:30:00;-2.4148145657226707;-1.9464276182635343;-1.4862005995780705;-1.180067772511114;-1.0569613840616445
2013-11-05T08:40:00;-2.46201938253052;-2.1005608156123703;-1.712004001398877;-1.4385847118549346;-1.3325429578032277
2013-11-05T08:50:00;-2.4904867452293638;-2.228452715216961;-1.9207106812952155;-1.6874388474153719;-1.6119885691336735
2013-11-05T09:00:00;-2.5;-2.336864203606681;-2.1076353001337425;-1.9264763108511915;-1.8623638711165418
2013-11-05T09:10:00;-2.4904867452293638;-2.4252766116110163;-2.2912490684094657;-2.1543633147670667;-2.10334663507849
2013-11-05T09:20:00;-2.4620193825305203;-2.4971272498541555;-2.4491773419625122;-2.3656877413916537;-2.3307797925685714
2013-11-05T09:30:00;-2.414814565722671;-2.5600794771240407;-2.581911662493795;-2.553959094603515;-2.5309070962053104
2013-11-05T09:40:00;-2.3492315519647713;-2.5893352978212647;-2.6917505199085556;-2.7277494146765973;-2.729030257754825
2013-11-05T09:50:00;-2.2657694675916256;-2.6093878003937006;-2.7880261741245;-2.8754275102364333;-2.9037391186622057
2013-11-05T10:00:00;-2.1650635094610964;-2.610850911088683;-2.869619971264629;-2.9974153150781397;-3.036928418482015
2013-11-05T10:10:00;-2.0478801107224793;-2.5874627508422483;-2.914595237503403;-3.1036568230864;-3.158708685339457
2013-11-05T10:20:00;-1.9151111077974452;-2.543161425190325;-2.9469623880682176;-3.176018387725314;-3.254907171984173
